Comment,Type,Predicted_Type
复联3是美国春晚中国人民熟悉的男大奶子女大奶子老艺术家们给大家拜大年的话复联4就是熬过午夜美国李谷一奶奶出来唱难忘今宵了你能想象得到一切文化社交热议并且热爱都在此刻汇聚包含中国全球首映五个亿的预购sns疯狂刷屏包括首映后三点第二场依然爆满还起立鼓掌的赞誉文化意义远大于电影本身的存在,好评,na
贡献三张票 算是顺利完成任务了 虽是本章最后一部 却难找回看复1时的激动  英雄迟暮 解甲归田 为国捐躯 这些情节并不是很喜欢看到 还是希望众英雄像清华口号喊的那样健康工作五十年 更好一些ི,好评,na
"或许会有下一代的超级英雄可我已经没有下一个青春了
这绝对是漫威最伟大作品你自认是天命但我是钢铁侠托尼再一次以凡人之驱比肩神明观影过程中影厅数次响起掌声特别是那句九头蛇万岁全场爆笑最后英雄集结的史诗大战足以留名影史极其高能炫目每次都能看到惊喜这大概是身为漫威迷最幸福的事了
美国锤神做梦也没想到有一天会对自己说I can do this all day不过这一次他没有错过迟到几十年的约会肉装雷神也承包了大部分笑点勒保斯基的梗出自科恩兄弟的电影谋杀绿脚趾调侃雷神和主角的外形相似MCU把之前每一部电影都完美串联遍地彩蛋各种桥段嫁接只能用完美来形容漫威真的是用心在做电影
告别是一件很难的事但早晚都得适应它",好评,na
就像一部十年的电视剧完结因为故事已经完全无法收拢只能把重心转移到角色本身让每个角色都拥有最完美的注定的归宿安东尼罗素客串的那一刻我在问自己你还喜欢罗素兄弟吗那个以废柴联盟作为表达把回到未来奉为圭臬的罗素兄弟现在把time travel以如此粗暴的方式作为最大谜底来交差我心情很复杂观影半途甚至以为这个系列的收尾会更加科幻本质不更加美漫精神一些把故事线肆意泼洒出去最终形成一个混沌又美丽的图景比如乔治马丁写的局中变最终还是发现我对于罗素兄弟太高估了一些又或者说对于漫威流水线的高压强度低估了一些总之这个HE是一份满意的影粉答卷但仅限于此,好评,na
不能剧透对吧那就是灰化肥挥发会发黑黑化肥发灰会挥发完毕,好评,na
事实证明我这种伪粉也会哭到爆  最好的复联 最好的结局  爱你们 三千遍,好评,na
又名被偷走的那五年,好评,na
你们那么多人欺负我灭霸一个算什么英雄好汉,好评,na
零点场看完急着写稿子语无伦次本来看前一肚子气而自己本身只是个伪粉只想看脸和身材结果完全超出预期情怀这俩字永远吃香并且是超级王炸好多梗我都能get到你就不得不佩服这个系列作为一种文化现象是多么的成功我想说不要排斥不要恶意作为青年一代的精神寄托自然有他的价值点而这场落幕罗素兄弟非常圆满且妥帖的完成了复仇者们并不拘泥于纸片人而是有血有肉有灵魂否则观众不会又哭又笑又尖叫很难归于类型片更像一场盛大的狂欢既疯狂激情也黯然柔情是多面体是大众化也是当下社会和平行乌托邦这不正是巴赫金的狂欢化吗再加上前21部的拼贴秀超英做到这个份上值了,好评,na
钢铁侠双子美国队长金牛黑寡妇天秤雷神白羊绿巨人摩羯鹰眼巨蟹蚁人水瓶浣熊处女蜘蛛侠射手惊奇队长狮子星云双鱼灭霸天蝎好想看复仇者联盟集体参加一季Survivor,好评,na
复联4是对所有经典时空旅行题材电影的重大颠覆有一套较为独立且自圆其说的穿越观超级英雄会老会死但是他们后继有人真妇联诚不欺我惊队短发A爆了美队终于补上了欠佩吉的一舞更补上了欠自己的一生托尼史塔克我会永远记得你的名字叫钢铁侠,好评,na
看完只想说几点1MCU forever2从此再无iron man 3队长在电梯里说那句九头蛇万岁时全场统一鼓掌 当时内心吐槽美队终于变成了小机灵鬼4那些英雄们再度出场时影院里再次响起掌声确实挺燃挺激动5罗素兄弟毕竟不是温子仁所以肯定不会有回魂ironman 和招魂Natasha了,好评,na
漫长的告别在这种情境下便不需讨论故事本身的诸多问题感谢漫威在十余年里从无到有的构筑依托自身丰富资源和好莱坞强势输出打造了专属于这一代人的和群体性文化产品和情感体验,好评,na
真的是一個年代的終結十年走來每個人都變得面目全非那美好的仗我已經打過了該跑的路程我已經跑盡了也算溫柔告別至少每個人都真槍實彈的哭了如果圓滿有個樣子大概不是你所想的那樣圓滿可能是圓手圓臉胖肚子可能是一臉祥和失去棱角可能是垂垂蒼老甚至可能是死亡甚至可能是十年來那從未被語言套住從未被激情所鼓動從未被世情驗證的碰碰額握握手縱身一躍已沒有更多,好评,na
作为从钢铁侠1就开始看的人那句台词 几乎和电影里的人同步脱口而出就这样就可以了,好评,na
"我不接受我要求重拍

灭霸就是太着急纠正自己的错误 他应该悄悄记下来 跟着时间线走在第一次集齐宝石打响指的时候 不灭掉一半而是全灭掉 他就赢了",好评,na
漫威对角色虽然不是每一个的爱和负责能盖过其他一切功利不考虑先天优势反正这点完爆3了,好评,na
22部MCU电影我们这一代人的记忆,好评,na
到终局罗素兄弟已经不是导演工作而是平衡工作了平衡各角色戏份平衡与前作的联系平衡每部分情节时长分配平衡特写交代与恢弘场景最后平衡粉丝感情基本在这些框架都搭好之后也就没有时长再磨细节了彩蛋梗不是情节细节谢谢,好评,na
"A
httpsmoviedoubancomreview10132677
这次是真的都结束了

零点场IMAX
2019510三刷达成
第一部同时完成IMAX4DX杜比影院的片子
2019523四刷IMAX

不论别人怎么说这对我是一次空前绝后相当完美的体验我的十年啊几次我哭到浑身颤抖这是一段再也回不去的美好岁月",好评,na
人们不只需要超级英雄人们更需要鸡汤鸡汤无法解决问题但它能帮你振作起来然后你自己来解决问题我们总说过去就过去了我们总说遗憾是美好的可若真有机会回到过去弥补遗憾重新获得已失去的我想这份努力我们都会做吧漫威宇宙向我们展示了一个伟大的当代神话最真实的最人类的,好评,na
"其实托尼某种程度上也和灭霸一样为了捍卫一个抽象的理念甘愿牺牲一切具体和个人的东西
可为什么我们总是站在复联这一边为什么我们会相信他们的信念会为他们的牺牲和选择感动
因为我们是人类啊
谢谢a锅坚持不懈地向我安利一些我本来一点都不想看的片上一个是指环王预感下一个是权游我很感动真香",好评,na
2019年夏天想想就好遥远到了那个时候小罗伯特唐尼还演钢铁侠吗寡姐还那么美吗世界还和平吗雾霾还那么严重吗我走上人生巅峰了吗,好评,na
I am Iron Man,好评,na
短评剧透请及时回避目光MCU首次危机以托尼救世开始这次以托尼救世结束MCU本身又以铁人诞生开始以铁人死亡结束所以在无限传说里铁托是绝对主角而对元老复仇者而言美队是绝对领袖漫威以复联四部做主线骨子里是传统的双主角设定自然也要由他们落幕本片是一部上乘的大结局个人认为是美队2之后最好的漫威电影罗素找到了正确方式串联起曾经的许多关键时刻三小时的叙事快感很强一切都回归原点一切也都做出了结22集电影至此成功形成闭环遗憾是对时空劫持的叙述简直是一笔糊涂账从钢铁侠1到复联4整个无限传说本质上说的是对生命要抱以何种态度的问题从纽约大战开始复仇者在拯救与牺牲中不断徘徊与灭霸的对抗本质是一场拔河比赛生命就是绳子虽有不少缺陷至少无限传说的文本终于完整了,好评,na
已注射剧透疫苗可以说番位和剩余价值决定了结局的走向被The Big Lebowski梗儿逗乐了看完才想起来督爷本人是演过钢铁侠的MCU的开山大反派,好评,na
Just like all your wildest dreams come true 这部有多么圆满未来的布局就有多么难初代远去后可能再也不会有这种期待和满足感了PS小男孩哈利都出现了真的不交代下希芙的结局吗,好评,na
Thanos SHADOWS DIE TWICE Iron Man ME TOO Captain HAIL HYDRA,好评,na
就一句话挺心疼灭霸连一个知心人都没有,好评,na
I am Iron Man开启了漫威时代终结了漫威时代,好评,na
女朋友没哭的话注意一下了,好评,na
春晚 每一对cp的粉丝都得到了生命的大和谐 甚至是爱一个时间线上不存在的人 and I bought it all 对雷神产生了真实的感情 雷神啦啦队队长是我 but who run the world girlslebowski mungo jerry kinksIMAX三刷 我从纯冬盾到半盾铁,好评,na
完结与传承每个人都找到了自己最好的宿命圆满了,好评,na
i love you 3000 times,好评,na
是啊可以说我来为烂片刷惆怅当然还是坏人的失败终结了一切故事连复联组织也很难没有幻灭感吧美国没有翘臀了也没有彩蛋也是要从扫地大姐嘴里不耐烦的说出来才是真的没有彩蛋其实是终篇里有很多果投掷给前这么多部的因三个小时的确有泪点和唏嘘灯亮观众丧如一地垃圾,好评,na
大家都再次回到战场上再次并肩而立一切似乎都回到了过去所有的可能性都再次对所有人敞开重来一次每个人都更确信自己是谁现实中不会一切都完美无瑕Mr Stark一个精明的商人以一己之命换人类的安宁whatever it takes,好评,na
"让我先打个五星缓缓拍红的手打字很困难而且现在找不到任何合适的词语形容
每一句台词都是梗粉丝都能get到并为之欢呼总之一段旅程结束了初代们还有我",好评,na
又一场青春十年告一段落除了英雄我们还见证了整个光影体系的十年蜕变是结尾也是开头,好评,na
用穿越来拯救世界是个烂俗点子但用穿越来告别却再合适不过了如果顺着前两个小时的情绪拍到最后能给五星但最后的大乱斗实在太无聊全挤成一团正面硬刚有什么好看的,好评,na
全场观众激动不已各种情感的穿插漫威十年来所有故事的细节回顾全程被罗素兄弟的导演能力折服太厉害了,好评,na
不喜欢任何do over的设定所有牺牲正因为无可挽回而悲壮只说喜欢部分1鹰眼和黑寡妇去取心灵宝石和上一部灭霸去取形成了对比正是这一部分让我把灭霸列入反派这段动作戏超帅气这两个人真是到最后一刻都在互掐绝不手软毫不相让但仔细想想这里的设定是你笃定自己是对方最爱的人你确信自己跳下去是要有用的这两个人对此都一点废话没有人世间能有如此的人且彼此心知肚明也是幸运既虐却暖再看开头和结尾鹰眼俗世的幸福又是一叹2混战中保护惊奇队长特意有一个girls power的片段很燃3片名是End Game想起安德游戏反而是灭霸说的话印象深刻你们执着于无法忘记过去才无法开启新的未来但在过去现在未来也正因为与之羁绊的人才有存在与保护的意义,好评,na
