Comment,Type,Predicted_Type
对标复联2某些地方可以看到相似的技巧哨兵如同奥创被制造出来却成为终极反派同时鲍勃又承担了旺达的角色他让人物进入过去记忆的恐怖之能力就和绯红女巫首度现身如出一辙一群过往的反派失败者如何被世人认可在五对一的战斗中撤逃还未成立的小分队分裂很明了作为角色内心阴影的虚无也觉醒登场了整个电影达到最高潮超级英雄未必有上天入地的能力保护全人类的力量能救一个小孩一个老人便是英雄当五位loser撑起巨大的水泥坠落物便成为了heros这一幕就是当年复联纽约大战360度经典场面的翻版敌我实力差距不可同年而语第三幕相比之前的节奏有点拖拉如果不认可山姆版的黑人队长那官方钦定的沃克版的密探队长可以一认这种电影里对新复联的吐槽和现实大众对新一代英雄的舆论相互映射也颇有意思,好评,na
抱着不高的期待意外觉得还不错精神疗愈的外壳下漫威一面开始意识到自己走过的弯路清算过去作品中的遗产一面又影射了白左巨大的政治失落狠狠地挖苦了一手老特给予俄罗斯裔角色以高光只不过剧本写得确实讨巧是比美队4之流更好的好莱坞主旋律,好评,na
小叶演示如何与bipolar朋友相处Void的超能力是把每个人困在抑郁里城市陷落无人伤亡多幽默的譬喻Bob哥你别的不行却是childhood trauma in mental disorders的完美范本,好评,na
Cute MovieOh漫威又整出点好活儿了终于可以看点无脑又欢乐的漫威了,好评,na
冬兵出场太帅了,好评,na
叶莲娜的表现太精彩了和哨兵的对手戏很戳泪点看来嘴遁也是分等级的虽然有些地方尬燃但整体还算不错个人观感和银护3接近远好于近几年其他漫威电影PS 彩蛋没什么意思,好评,na
"看叶琳娜的打戏满脑子都是哎呦叶琳娜你是真的好爱小鹰啊都不舍得打重一点点哦叶琳娜my depressed lesbian assassin pookie让我抱抱你请记住你不孤单你在扭腰还有小鹰flo和狸天天都在说二代鹰寡应该多互动漫威你看看呢既然loser老白男不演鹰眼第二季了漫威你倒是给我bishova buddy cop鹰眼第二季呢
一星扣在漫威把叶琳娜的朋友给kill off了",好评,na
皮尤收一下口条吧全程气泡音听着简直就是上刑,好评,na
"起一大早来观看的
超乎预期的观感~",好评,na
激光IMAX 2D｜英语原声121声道很期待哨兵哥接下来的表现了,好评,na
值得一看比美队4强太多了,好评,na
非常不错是经历过新冠以后才有的新思考,好评,na
雷霆特攻队还挺好看的起码是一部合格的爆米花边缘人小队和故事的主题很契合反正是不可能打得过哨兵的嘴炮得也很合理大家都有心理问题需要疏通一下这下真的有笑有泪了,好评,na
"英雄也会有情绪问题啊
漫威近年最佳太好看了
流水的复联铁打的冬兵",好评,na
"已爱上叶莲娜这个角色她一提到姐姐和往事我就想哭红房子丧尽天良 
比起什么存在主义的问题能不能先回答一下这个问题巴基的胳膊之前被星云抢走了是怎么拿回来的",好评,na
202554蛙城  抑郁症的超能力一旦爆发好爽啊  一键消除  有点想到万神殿  真相是虚无但关键他不是虚无只是虚无感  摆脱不了人设  不是真的进化  而是消极逃避  you are not alone真正的虚无里都没有什么alone不alone好吧  别把孤独当虚无  虚无也不是痛苦  我一直想要的医学实验但我并不是想向别人证明  but in the end it doesnt even matter  海豹宝宝的屁股我要摸不对海豹有屁股吗,好评,na
19年之后不哪怕整个漫威电影谱系里本片也是可以往最好的那一档挤一挤的接下来的新神4大概率不会砸锅片尾再提前送上个唐尼版毁灭博士亮相的彩蛋然后续上明年的复联5起码未来短时间内应该用不着像这几年似的后劲乏力找不着北了,好评,na
漫威小小回魂的一次发挥表现要比其他几部强推角色和强行抬咖的好多了几个褪去伟光正光环的二线角色都更加讨人喜欢最后的反高潮和虚无世界还挺有想法的总体的动作戏并不占据主导文戏的表现还算可以不过某个角色的处理有些草率而且后面特效场面的粗糙cg感已经爆棚了尤其人物动画不比死侍与金刚狼里跳车出来的僵硬金刚狼强多少必须扣分,好评,na
"8分娱乐性不如死侍与金刚狼但是回到美队2那种政治惊悚片的观感开场就是叶莲娜的动作戏在影片开场20分钟以内两场动作戏本身看的挺嗨的没想到后面情绪又down下来了不过挺幽默搞笑的在复仇者联盟4之后属于异类作品因为确实还行直到影片进入到了大概45分钟开始就进入到电影的高潮然后又文戏直到电影彻底进入到快一个小时的时候56分钟开始那一场也是整部电影我自己非常喜欢的一场动作戏扑面而来一场接一场
总之还是推荐因为整体回到了之前漫威的感觉但是如果你冲着爽片心态这片前一个小时会让你昏昏欲睡
两个彩蛋不要错过
最后看激光厅",好评,na
新复联的诞生好像全片就只有模仿大师一个人领盒饭了,好评,na
"竟然是一部存在主义电影
虚无从复仇者已逝的复联大厦开始蔓延
在没有英雄与神明的日子里
唯有回望过去凝视深渊对抗虚无


昆汀式的垃圾对话和几处恶搞正义联盟",好评,na
让人对漫威重燃希望的二线作品,好评,na
搞清楚了咱们来电影院就是看的一个感受不是来看什么吹毛求疵艺术品也不是来看什么zzzq夹带私货的相比上一时期的乱七八糟的现在才是回到服务大众的院线正轨恰好几位角色的相关作品都看了这几个角色组成的失败者联盟能拍成这样很不错了这个文戏我挺喜欢的人物都立住了看完有种当初看银护的感觉了看各种采访的时候对各个演员也很亲切如果国内评分低是因为嫌弃话疗那说明在国内漫威本身的受众和星战一样的多大伙儿对哨兵这个角色没有基本的了解跟看星战一样仅仅只是来看特效看大场面的感谢凯文费奇回归整体四平八稳已经算超出预期了好莱坞前几年这状况能看一部及格的作品真困难凯文费奇才是真正的漫威基苏斯,好评,na
具有战略意义的一部漫威电影让我开始期待神奇四侠和复联,好评,na
终于吃点好的了,好评,na
MCU早已将自己塑造成一个不断自我指涉的存在使得观众几乎不可能不将每部新片视为其自身的元评论问题的症结不仅在于MCU的宏大叙事已比构成它的单体电影故事更有看点更在于贱狼引发的舆论热潮和官方对下一阶段复仇者联盟续集的仓促重构自复联4以来漫威在迷茫中失去了方向感而雷霆特攻队誓要找回昔日荣光它渴望重现早期电影那种睥睨天下的自信回归真实的动作设计清晰的情感支点最终通过被迫组队的经典模式让威胁世界的差异转化为团结的力量当这群可消耗的害群之马集结在复联纽约大战原址展开最终决战时所有暧昧的隐喻都消散殆尽而这甚至不是本片最直白的宣言你无法逃离空虚但沿着来时的脚印回溯或许能暂时藏匿这种虚无,好评,na
75IMAX打卡不同于这几年MCU的公式套路化是彻彻底底的反高潮反英雄叙事这次漫威终于认认真真地讲好了一个故事不再是大场面的堆砌用并非常规的方式剖析出每个人心中的虚空在第四阶段后仅次于银护3好于死侍3喜欢复联5明年快快端上来,好评,na
居然真的还不错这下看复联5的动力有了机车Bucky好帅一出场有梦回到美队2的时候,好评,na
好可爱喔这是漫威还是银魂啊巴基那个急停拽车堪比美队二的出场王炸可美死我了超英确实一代不如一代哈但是更亲切可爱了可爱程度和银护3差不多了但感人的点就差一点情感没那么自然说到这里扣一星吧希望你们再接再厉以及据说专为imax制作的场景是哪里完全没注意到,好评,na
"Bucky太久没看超英了为了他再看一次吧

关爱超英心理健康️每个人都有摆脱不了的黑历史那就一起抱团取暖吧
Bucky在黑炭里会看到些什么呢看到盾冬再次并肩作战心情好复杂我恨漫威求重映美队2",好评,na
35  漫威自银护3后最好的电影豆瓣分低了加半星拉下故事讲得有条不紊几个没太大魅力的过往配角被放到主角位后耐心地塑造人物心理捋顺每个人的行为逻辑稳而不乱同时也颇具现实质感脱离了这两年的浮夸悬浮感终于不是游乐园而是个正经的电影作品了导演在文戏上的冷幽默延续了风骚女子怒呛人生的调调最后半小时相当惊艳哨兵在前段已有抑郁的精神障碍铺陈此刻再揭示是人格分裂重症留足悬念同时传染病般将整个城市的人化作一滩滩黑影异空间镜子穿越等元素顿时有点黑泽清加持在身上看得人顿时提神回过头复盘整个故事的主题元素人设都是统一的心理创伤的边缘人如何找到自我存在的身份认同如何抵抗孤独的传染疫如何脱离精神障碍的病耻感,好评,na
红色守卫太小丑了看他的戏简直就是折磨不过卷毛破碎emo哭唧唧反派戳中了xp技能有点日漫的b级多重房间游戏感很强,好评,na
虽然有的文戏还是很尴尬但总是在传达一种活着没意思工作没意义生活没目标世界草台班子不想上班不想营业的感觉很适合当代精神状态虽然在漫威宇宙里也就是仅此一次的体验罢了,好评,na
超立方说结尾是妈的多重宇宙式的我还在纳闷一个漫威超英电影 how看完发现还真是全片其实都像结尾一样反高潮没什么燃点但也一扫漫威这两年的不知所云角色也都挺讨喜对 depression 的关注虽然放在商业片里也略显老套be like 每个人都童年阴影但也实属描绘不错角色基本都有情感弧线漫威为啥没大肆宣传寡妹是女主啊 missed opportunity短发造型皮尤太可了在Midsommar里的忧郁破碎小白花一加俄语口音立刻年下妹妹攻起来暖妹版小变态了,好评,na
模仿大师为我花生为我花生,好评,na
不是复仇者联盟啦是负仇者联盟是复仇者连盟都说了只有麦片赞助散装的,好评,na
黑寡妇打工人负能量消极暗杀保险库四国乱斗技能科普Neo飞天沙漠豪车装甲对战冬兵终结者救场复盟高塔杂牌军会面哨兵新神拆屋装修躁郁症阴影灭世大型心理复建杀人炸鸡最高新世纪主流类型片最糟糕的一点就是无论正派反派都喜欢来一段苦大仇深心理分析恨不得知道祖上十八代干了啥才造就如今角色性格这部片直接将此做到极致让大决斗变成了一场集体心理治疗真正的反派是空虚感觉凯文费奇就像那个CIA女总管漫威已经完全没救了还在给自己硬拍找补续命标准已经没有好和坏了只有烂和更烂于是乎烂到极致就是赞精神可嘉,好评,na
漫威这次取材了存在主义议题做心理治疗拍得挺细的孤独死亡自由无意义每个人都可以被虚无感吞没它足够强在父亲家暴母亲时能让孩子解离发展出一个第三者冷眼看着替母亲出头挨打的弱小自己发出一声嗤笑超级英雄=异类疯与救赎反而是最合适切入的角度,好评,na
